0.010,942.000
0.015,942.000
0.020,942.000
0.025,942.000
0.030,939.000
0.035,936.000
0.040,920.000
0.045,890.000
0.050,839.000
0.055,784.000
0.060,727.000
0.065,664.000
0.070,613.000
0.075,552.000
0.080,494.000
0.085,451.000
0.090,414.000
0.095,379.000
0.100,338.000
0.105,303.000
0.110,278.000
0.115,238.000
0.120,213.000
0.125,192.000
0.130,176.000
0.135,149.000
0.140,139.000
0.145,131.000
0.150,119.000
0.155,108.000
0.160,92.000
0.165,84.000
0.170,68.000
0.175,60.000
0.180,56.000
0.185,54.000
0.190,47.000
0.195,43.000
0.200,42.000
0.205,36.000
0.210,34.000
0.215,29.000
0.220,26.000
0.225,26.000
0.230,25.000
0.235,18.000
0.240,17.000
0.245,16.000
0.250,16.000
0.255,18.000
0.260,17.000
0.265,16.000
0.270,15.000
0.275,15.000
0.280,13.000
0.285,13.000
0.290,13.000
0.295,13.000
0.300,12.000
0.305,12.000
0.310,10.000
0.315,10.000
0.320,9.000
0.325,9.000
0.330,8.000
0.335,8.000
0.340,8.000
0.345,7.000
0.350,7.000
0.355,7.000
0.360,7.000
0.365,6.000
0.370,5.000
0.375,6.000
0.380,6.000
0.385,6.000
0.390,5.000
0.395,5.000
0.400,4.000
0.405,4.000
0.410,3.000
0.415,3.000
0.420,3.000
0.425,3.000
0.430,3.000
0.435,3.000
0.440,3.000
0.445,3.000
0.450,2.000
0.455,2.000
0.460,2.000
0.465,2.000
0.470,2.000
0.475,2.000
0.480,2.000
0.485,2.000
0.490,2.000
0.495,2.000
0.500,2.000
0.505,2.000
0.510,2.000
0.515,2.000
0.520,2.000
0.525,2.000
0.530,2.000
0.535,2.000
0.540,2.000
0.545,2.000
0.550,2.000
0.555,2.000
0.560,2.000
0.565,2.000
0.570,2.000
0.575,2.000
0.580,2.000
0.585,2.000
0.590,2.000
0.595,2.000
0.600,2.000
0.605,2.000
0.610,1.000
0.615,1.000
0.620,1.000
0.625,1.000
